Reviewer,Restaurant,label,pred_score,rank_pred
Finny Chellakumar,Wich Please,0.0,-0.7025490348753349,3.0
Firdous,Karachi Bakery,0.0,0.6839913594247343,1.0
Firdous,Asian Meal Box,0.0,-0.7025490348753349,2.0
Firdous,Absolute Sizzlers,0.0,-0.703189478638772,3.0
Firoz Mittu,Biryanis And More,0.0,0.6408892910060686,1.0
Firoz Mittu,Angaara Counts 3,0.0,0.48402738914031523,2.0
Firoz Mittu,Marsala Food Company,0.0,-0.6398790507336176,3.0
Foodies_Hyderabad,PourHouse7,3.0,0.6554168480900494,1.0
Foodies_Hyderabad,Collage - Hyatt Hyderabad Gachibowli,0.0,0.5263499403940217,2.0
Foodies_Hyderabad,Angaara Counts 3,0.0,-0.7029992072815534,3.0
Foodsterduk,Asian Meal Box,2.0,0.46285978620150536,1.0
Foodsterduk,Paradise,0.0,-0.7019232822159183,2.0
Foodsterduk,Karachi Bakery,0.0,-0.703189478638772,3.0
G V Maruthi Rao,Owm Nom Nom,3.0,0.690840593704878,1.0
G V Maruthi Rao,Mustang Terrace Lounge,0.0,-0.7011995188056979,2.0
G V Maruthi Rao,Zing's Northeast Kitchen,0.0,-0.7028858765402104,3.0
GANDHAM B K V GOPI KRISHNA GANDHAM B K V GOPI KRISHNA,Tandoori Food Works,0.0,0.6701156312323673,1.0
GANDHAM B K V GOPI KRISHNA GANDHAM B K V GOPI KRISHNA,Shah Ghouse Spl Shawarma,0.0,-0.7025490348753349,2.0
GANDHAM B K V GOPI KRISHNA GANDHAM B K V GOPI KRISHNA,Hyderabad Chefs,0.0,-0.7027236381218351,3.0
Gagan Sethi,Hotel Zara Hi-Fi,0.0,0.619637899877391,1.0
Gagan Sethi,Momos Delight,0.0,-0.7025490348753349,2.0
Gagan Sethi,Udipi's Upahar,0.0,-0.7029992072815534,3.0
Gamini Naga Bharath,Shree Santosh Dhaba Family Restaurant,3.0,0.6273135438671067,1.0
Gamini Naga Bharath,Over The Moon Brew Company,0.0,-0.7011995188056979,2.0
Gamini Naga Bharath,Green Bawarchi Restaurant,0.0,-0.7029992072815534,3.0
Ganny V,Labonel,2.0,0.6762952971477463,1.0
Ganny V,Hyderabad Chefs,0.0,-0.7028858765402104,2.0
Ganny V,Zega - Sheraton Hyderabad Hotel,0.0,-0.7028858765402104,3.0
Garlicperiperi,Behrouz Biryani,1.0,0.6666594545111075,1.0
Garlicperiperi,GD's,0.0,-0.7028858765402104,2.0
Garlicperiperi,Hitech Bawarchi Food Zone,0.0,-0.703189478638772,3.0
Garry Umdor,Being Hungry,1.0,0.6616851218237727,1.0
Garry Umdor,Delhi-39,0.0,-0.5704282040735376,2.0
Garry Umdor,Hotel Zara Hi-Fi,0.0,-0.5704282040735376,3.0
Gaurav Bhide,Zega - Sheraton Hyderabad Hotel,1.0,0.6762952971477463,1.0
Gaurav Bhide,Triptify,0.0,-0.7025490348753349,2.0
Gaurav Bhide,Aromas@11SIX,0.0,-0.703189478638772,3.0
Gaurav Bisht,Green Bawarchi Restaurant,0.0,0.5859306827105875,1.0
Gaurav Bisht,Cafe Eclat,0.0,-0.6949306781117205,2.0
Gaurav Bisht,NorFest - The Dhaba,0.0,-0.7019127827524814,3.0
Gaurav Kohli,Jonathan's Kitchen - Holiday Inn Express & Suites,3.0,0.6849532727771998,1.0
Gaurav Kohli,Squeeze @ The Lime,0.0,-0.5615460649380449,2.0
Gaurav Kohli,Frio Bistro,0.0,-0.703189478638772,3.0
Gaurav Kumar,Sardarji's Chaats & More,1.0,0.5481023071009943,1.0
Gaurav Kumar,Behrouz Biryani,0.0,-0.7028858765402104,2.0
Gaurav Kumar,Collage - Hyatt Hyderabad Gachibowli,0.0,-0.703189478638772,3.0
Gaurav Pansari,Momos Delight,3.0,0.6607108711478651,1.0
Gaurav Pansari,Khaan Saab,0.0,-0.7028858765402104,2.0
Gaurav Pansari,Banana Leaf Multicuisine Restaurant,0.0,-0.703189478638772,3.0
Gaurav Sood,Cascade - Radisson Hyderabad Hitec City,3.0,0.690840593704878,1.0
Gaurav Sood,eat.fit,0.0,-0.4269608935042126,2.0
Gaurav Sood,Collage - Hyatt Hyderabad Gachibowli,0.0,-0.5615558406377918,3.0
Gaurav Yadav,The Fisherman's Wharf,3.0,0.690840593704878,1.0
Gaurav Yadav,Desi Bytes,0.0,-0.7027236381218351,2.0
Gaurav Yadav,Owm Nom Nom,0.0,-0.703189478638772,3.0
Gayathri Neela,Shanghai Chef 2,3.0,0.6193690788723489,1.0
Gayathri Neela,Desi Bytes,0.0,-0.7027236381218351,2.0
Gayathri Neela,Eat India Company,0.0,-0.703189478638772,3.0
Ghouse,The Foodie Monster Kitchen,3.0,0.6400594433267548,1.0
Ghouse,Cafe Eclat,0.0,-0.7028858765402104,2.0
Ghouse,Club Rogue,0.0,-0.7028858765402104,3.0
Girish Nayak,Cascade - Radisson Hyderabad Hitec City,3.0,0.690840593704878,1.0
Girish Nayak,IndiBlaze,0.0,-0.7028858765402104,2.0
Girish Nayak,Squeeze @ The Lime,0.0,-0.7029992072815534,3.0
Gnana Harish,Biryanis And More,2.0,0.6528548543137658,1.0
Gnana Harish,Desi Bytes,0.0,-0.5704282040735376,2.0
Gnana Harish,Karachi Bakery,0.0,-0.7030750642637245,3.0
Gokkulan Royalcivil,Hunger Maggi Point,3.0,0.6332838291676253,1.0
Gokkulan Royalcivil,KS Bakers,0.0,-0.5560852063136681,2.0
Gokkulan Royalcivil,Green Bawarchi Restaurant,0.0,-0.703189478638772,3.0
Gopalkrishna Sunkara,Banana Leaf Multicuisine Restaurant,2.0,0.6983768998383802,1.0
Gopalkrishna Sunkara,Pot Pourri,0.0,-0.5615460649380449,2.0
Gopalkrishna Sunkara,Yum Yum Tree - The Arabian Food Court,0.0,-0.7027236381218351,3.0
Gopinath Gunturu,The Fisherman's Wharf,2.0,0.690840593704878,1.0
Gopinath Gunturu,Collage - Hyatt Hyderabad Gachibowli,0.0,-0.16304603022986336,2.0
Gopinath Gunturu,Asian Meal Box,0.0,-0.6944891332799401,3.0
Goud Priya,Asian Meal Box,3.0,0.46285978620150536,1.0
Goud Priya,Desi Bytes,0.0,-0.7028858765402104,2.0
Goud Priya,American Wild Wings,0.0,-0.703189478638772,3.0
Gourav Gupta,Komatose - Holiday Inn Express & Suites,0.0,0.6517257760213635,1.0
Gourav Gupta,Khaan Saab,0.0,-0.19243252973949676,2.0
Gourav Gupta,Amul,0.0,-0.7028858765402104,3.0
Gourav Parihar,Karachi Bakery,3.0,0.6839913594247343,1.0
Gourav Parihar,Flechazo,0.0,-0.7019232822159183,2.0
Gourav Parihar,Karachi Cafe,0.0,-0.7029992072815534,3.0
Gourmet Keen,NorFest - The Dhaba,2.0,0.41814762673619194,1.0
Gourmet Keen,13 Dhaba,0.0,-0.6944891332799401,2.0
Gourmet Keen,"3B's - Buddies, Bar & Barbecue",0.0,-0.7019975314386193,3.0
Goutham Kattoju,Marsala Food Company,3.0,0.5134437738266953,1.0
Goutham Kattoju,Olive Garden,0.0,-0.28287316414375707,2.0
Goutham Kattoju,Amul,0.0,-0.7028858765402104,3.0
Gowtham Baratam,Hyderabadi Daawat,0.0,0.5286165116525315,1.0
Gowtham Baratam,"3B's - Buddies, Bar & Barbecue",0.0,-0.7019232822159183,2.0
Gowtham Baratam,Paradise,0.0,-0.7019232822159183,3.0
Gregory Allen,SKYHY,3.0,0.5977073244877575,1.0
Gregory Allen,Arena Eleven,0.0,-0.12212261937114312,2.0
Gregory Allen,Hyderabad Chefs,0.0,-0.6509251439469532,3.0
Gundakaram Yasaswini,Squeeze @ The Lime,3.0,0.6819037506684967,1.0
Gundakaram Yasaswini,Delhi-39,0.0,-0.6991449854151568,2.0
Gundakaram Yasaswini,Khaan Saab,0.0,-0.7027236381218351,3.0
Gunjan Sharma,Banana Leaf Multicuisine Restaurant,2.0,0.6983768998383802,1.0
Gunjan Sharma,Flechazo,0.0,-0.7019232822159183,2.0
Gunjan Sharma,GD's,0.0,-0.7028858765402104,3.0
Gupta,Hyper Local,3.0,0.6983768998383802,1.0
Gupta,The Lal Street - Bar Exchange,0.0,-0.6966563636018679,2.0
Gupta,eat.fit,0.0,-0.7029992072815534,3.0
Gursharan Singh,Banana Leaf Multicuisine Restaurant,1.0,0.6983768998383802,1.0
Gursharan Singh,Pot Pourri,0.0,-0.5615460649380449,2.0
Gursharan Singh,Hunger Maggi Point,0.0,-0.7025490348753349,3.0
Guru Nag,Cascade - Radisson Hyderabad Hitec City,0.0,0.690840593704878,1.0
Guru Nag,Yum Yum Tree - The Arabian Food Court,0.0,-0.7027236381218351,2.0
Guru Nag,Komatose - Holiday Inn Express & Suites,0.0,-0.703189478638772,3.0
HARI,Shree Santosh Dhaba Family Restaurant,1.0,0.6400779598411108,1.0
HARI,Hunger Maggi Point,0.0,-0.7019127827524814,2.0
HARI,SKYHY,0.0,-0.7029992072815534,3.0
Hari Kishan Kurapati,Dunkin' Donuts,0.0,0.6965232972987823,1.0
Hari Kishan Kurapati,Club Rogue,0.0,-0.7027236381218351,2.0
Hari Kishan Kurapati,Hotel Zara Hi-Fi,0.0,-0.7028858765402104,3.0
Harika,Asian Meal Box,0.0,0.46285978620150536,1.0
Harika,Desi Bytes,0.0,-0.7028858765402104,2.0
Harika,Tempteys,0.0,-0.7028858765402104,3.0
Harikrishna Prabhu,The Indi Grill,0.0,0.3324919669632539,1.0
Harikrishna Prabhu,Tiki Shack,0.0,-0.7025490348753349,2.0
Harikrishna Prabhu,Hyper Local,0.0,-0.7026434629144301,3.0
Harikrishna Ramineni,Over The Moon Brew Company,2.0,0.6983768998383802,1.0
Harikrishna Ramineni,Marsala Food Company,0.0,-0.6151446174814588,2.0
Harikrishna Ramineni,Dine O China,0.0,-0.7029992072815534,3.0
Harish Hari,AB's - Absolute Barbecues,3.0,0.5826577687487676,1.0
Harish Hari,The Fisherman's Wharf,0.0,-0.7028321265121787,2.0
Harish Hari,GD's,0.0,-0.7028858765402104,3.0
Harish Kumar,B-Dubs,3.0,0.6606865661078515,1.0
Harish Kumar,Desi Bytes,0.0,-0.7028858765402104,2.0
Harish Kumar,Eat India Company,0.0,-0.703189478638772,3.0
Harish.p1458,Owm Nom Nom,3.0,0.690840593704878,1.0
Harish.p1458,B-Dubs,0.0,-0.7025490348753349,2.0
Harish.p1458,Gal Punjab Di,0.0,-0.7027236381218351,3.0
Harjeev Singh,American Wild Wings,1.0,0.6889869911652801,1.0
Harjeev Singh,Cascade - Radisson Hyderabad Hitec City,0.0,-0.703189478638772,2.0
Harjeev Singh,Frio Bistro,0.0,-0.703189478638772,3.0
Harpreet Singh Sidhu,The Indi Grill,3.0,0.5216806894726709,1.0
Harpreet Singh Sidhu,Paradise,0.0,-0.7019232822159183,2.0
Harpreet Singh Sidhu,The Old Madras Baking Company,0.0,-0.7025490348753349,3.0
Harsh,Yum Yum Tree - The Arabian Food Court,2.0,0.6711815936978127,1.0
Harsh,Feast - Sheraton Hyderabad Hotel,0.0,-0.703189478638772,2.0
Harsh,Shah Ghouse Hotel & Restaurant,0.0,-0.703189478638772,3.0
Harsh Jhunjhunwala,Driven Cafe,1.0,0.6801659455420855,1.0
Harsh Jhunjhunwala,Chinese Pavilion,0.0,-0.7028858765402104,2.0
Harsh Jhunjhunwala,Absolute Sizzlers,0.0,-0.703189478638772,3.0
Harsh Singh,Diners Pavilion,3.0,0.5800506961727669,1.0
Harsh Singh,The Tilt Bar Republic,0.0,-0.393979132354448,2.0
Harsh Singh,The Glass Onion,0.0,-0.5564764045474178,3.0
Harshith Batchu,Flechazo,3.0,0.690840593704878,1.0
Harshith Batchu,The Indi Grill,0.0,0.5655730679623552,2.0
Harshith Batchu,Mustang Terrace Lounge,0.0,-0.7028321265121787,3.0
Harshitha Machiraju,Urban Asia - Kitchen & Bar,1.0,0.6943852978484143,1.0
Harshitha Machiraju,NorFest - The Dhaba,0.0,-0.7025490348753349,2.0
Harshitha Machiraju,Mohammedia Shawarma,0.0,-0.7028858765402104,3.0
Hasan Raza,KS Bakers,3.0,0.6839913594247343,1.0
Hasan Raza,Shanghai Chef 2,0.0,-0.703189478638772,2.0
Hasan Raza,The Glass Onion,0.0,-0.703189478638772,3.0
Hasanthi Mula,Cafe Eclat,1.0,0.6762952971477463,1.0
Hasanthi Mula,Zega - Sheraton Hyderabad Hotel,0.0,-0.7028858765402104,2.0
Hasanthi Mula,Biryanis And More,0.0,-0.703189478638772,3.0
Havish Gadepally,Mazzo - Marriott Executive Apartments,3.0,0.6849532727771998,1.0
Havish Gadepally,Hyper Local,0.0,-0.5301421761681847,2.0
Havish Gadepally,Yum Yum Tree - The Arabian Food Court,0.0,-0.7027236381218351,3.0
Hezy Long,Mazzo - Marriott Executive Apartments,3.0,0.6849532727771998,1.0
Hezy Long,Feast - Sheraton Hyderabad Hotel,0.0,-0.4743481428740808,2.0
Hezy Long,Prism Club & Kitchen,0.0,-0.6159711498142052,3.0
Hi Bye,Faasos,3.0,0.6600898052937321,1.0
Hi Bye,The Old Madras Baking Company,0.0,-0.7025490348753349,2.0
Hi Bye,10 Downing Street,0.0,-0.703189478638772,3.0
Himagiri Rao Kuna,Ulavacharu,0.0,0.6501931340531253,1.0
Himagiri Rao Kuna,Khaan Saab,0.0,-0.22145306286510813,2.0
Himagiri Rao Kuna,The Indi Grill,0.0,-0.38399801582677,3.0
Himakar,SKYHY,3.0,0.5977073244877575,1.0
Himakar,The Indi Grill,0.0,-0.17768086541808173,2.0
Himakar,Cream Stone,0.0,-0.7028858765402104,3.0
Himalini Singh,Dine O China,0.0,0.6821312476382405,1.0
Himalini Singh,Cream Stone,0.0,-0.7028858765402104,2.0
Himalini Singh,American Wild Wings,0.0,-0.703189478638772,3.0
Himanshi Jain,The Foodie Monster Kitchen,0.0,0.6400594433267548,1.0
Himanshi Jain,Karachi Bakery,0.0,-0.5560852063136681,2.0
Himanshi Jain,The Old Madras Baking Company,0.0,-0.7025490348753349,3.0
Himanshoosharma,The Chocolate Room,0.0,0.6666594545111075,1.0
Himanshoosharma,Khaan Saab,0.0,-0.7028858765402104,2.0
Himanshoosharma,Sweet Basket,0.0,-0.7028858765402104,3.0
Himanshu Singh,Dine O China,0.0,0.6821312476382405,1.0
Himanshu Singh,Domino's Pizza,0.0,-0.7028858765402104,2.0
Himanshu Singh,Diners Pavilion,0.0,-0.703189478638772,3.0
Hoang,Shah Ghouse Spl Shawarma,3.0,0.6024926419555428,1.0
Hoang,Dine O China,0.0,-0.703189478638772,2.0
Hoang,Republic Of Noodles - Lemon Tree Hotel,0.0,-0.703189478638772,3.0
Honey Prince,Kritunga Restaurant,3.0,0.690840593704878,1.0
Honey Prince,"3B's - Buddies, Bar & Barbecue",0.0,-0.7019232822159183,2.0
Honey Prince,Hyderabadi Daawat,0.0,-0.703189478638772,3.0
Hussainm318,The Foodie Monster Kitchen,3.0,0.6400594433267548,1.0
Hussainm318,Biryanis And More,0.0,-0.7030750642637245,2.0
Hussainm318,Faasos,0.0,-0.703189478638772,3.0
Hyderabad Food Bowl,Frio Bistro,2.0,0.67493251482928,1.0
Hyderabad Food Bowl,The Glass Onion,0.0,-0.7029992072815534,2.0
Hyderabad Food Bowl,Aromas@11SIX,0.0,-0.703189478638772,3.0
Hydex INSARAF,Udipi's Upahar,0.0,0.6701156312323673,1.0
Hydex INSARAF,Being Hungry,0.0,-0.5877243461740118,2.0
Hydex INSARAF,Asian Meal Box,0.0,-0.7025490348753349,3.0
IStay,Jonathan's Kitchen - Holiday Inn Express & Suites,0.0,0.6849532727771998,1.0
IStay,Being Hungry,0.0,-0.7027236381218351,2.0
IStay,The Chocolate Room,0.0,-0.7028858765402104,3.0
Ilyas Shaikh,Green Bawarchi Restaurant,0.0,0.5859306827105875,1.0
Ilyas Shaikh,Marsala Food Company,0.0,0.5381782070788541,2.0
Ilyas Shaikh,AB's - Absolute Barbecues,0.0,-0.7019232822159183,3.0
Imran Khan,Al Saba Restaurant,1.0,0.6983768998383802,1.0
Imran Khan,Chinese Pavilion,0.0,-0.6991449854151568,2.0
Imran Khan,Hyderabad Chefs,0.0,-0.6991449854151568,3.0
Imran Shaik,Khaan Saab,3.0,0.6711815936978127,1.0
Imran Shaik,Flechazo,0.0,-0.7019975314386193,2.0
Imran Shaik,PourHouse7,0.0,-0.7028321265121787,3.0
Indranil Saha,Barbeque Nation,3.0,0.6312972088530608,1.0
Indranil Saha,Beyond Flavours,0.0,-0.7011995188056979,2.0
Indranil Saha,Mazzo - Marriott Executive Apartments,0.0,-0.7028321265121787,3.0
Infitree Tech,Cream Stone,3.0,0.501726301717343,1.0
Infitree Tech,NorFest - The Dhaba,0.0,-0.7025490348753349,2.0
Infitree Tech,Hitech Bawarchi Food Zone,0.0,-0.703189478638772,3.0
Info,Hyderabadi Daawat,3.0,0.5286165116525315,1.0
Info,Chinese Pavilion,0.0,-0.6948609331629481,2.0
Info,The Old Madras Baking Company,0.0,-0.7025490348753349,3.0
Irfan Dar,10 Downing Street,3.0,0.6664652040395251,1.0
Irfan Dar,B-Dubs,0.0,-0.7025490348753349,2.0
Irfan Dar,Shah Ghouse Spl Shawarma,0.0,-0.7025490348753349,3.0
Ishani Shah,The Lal Street - Bar Exchange,0.0,0.45631428091101744,1.0
Ishani Shah,Being Hungry,0.0,-0.7027236381218351,2.0
Ishani Shah,Shree Santosh Dhaba Family Restaurant,0.0,-0.703189478638772,3.0
Ishi Dewan,Driven Cafe,2.0,0.6801659455420855,1.0
Ishi Dewan,The Old Madras Baking Company,0.0,-0.7025490348753349,2.0
Ishi Dewan,Royal Spicy Restaurant,0.0,-0.7028858765402104,3.0
JYOTHSNA DASI,"3B's - Buddies, Bar & Barbecue",3.0,0.6568057053650351,1.0
JYOTHSNA DASI,Over The Moon Brew Company,0.0,-0.4392199368619668,2.0
JYOTHSNA DASI,Hunger Maggi Point,0.0,-0.7025490348753349,3.0
Jaai Kotasthane,The Foodie Monster Kitchen,0.0,0.6400594433267548,1.0
Jaai Kotasthane,Shah Ghouse Spl Shawarma,0.0,-0.7025490348753349,2.0
Jaai Kotasthane,Jonathan's Kitchen - Holiday Inn Express & Suites,0.0,-0.703189478638772,3.0
Jagan Jrb,Absolute Sizzlers,0.0,0.6775783001449052,1.0
Jagan Jrb,Beyond Flavours,0.0,-0.7011995188056979,2.0
Jagan Jrb,Angaara Counts 3,0.0,-0.703189478638772,3.0
Jahangeer Kallangunta,American Wild Wings,3.0,0.6889869911652801,1.0
Jahangeer Kallangunta,Being Hungry,0.0,-0.7028858765402104,2.0
Jahangeer Kallangunta,Kritunga Restaurant,0.0,-0.703189478638772,3.0
Jai Gowttham,Behrouz Biryani,3.0,0.6630576315805622,1.0
Jai Gowttham,Triptify,0.0,-0.7025490348753349,2.0
Jai Gowttham,Beyond Flavours,0.0,-0.703189478638772,3.0
Jai Sri Ram,Absolute Sizzlers,3.0,0.6775783001449052,1.0
Jai Sri Ram,Cream Stone,0.0,-0.7028858765402104,2.0
Jai Sri Ram,American Wild Wings,0.0,-0.703189478638772,3.0
Jaideep Reddy,"3B's - Buddies, Bar & Barbecue",3.0,0.6568057053650351,1.0
Jaideep Reddy,13 Dhaba,0.0,-0.6944891332799401,2.0
Jaideep Reddy,Cafe Eclat,0.0,-0.7028858765402104,3.0
Jamal Khan,Green Bawarchi Restaurant,0.0,0.5859306827105875,1.0
Jamal Khan,Pakwaan Grand,0.0,-0.5841598338524336,2.0
Jamal Khan,Collage - Hyatt Hyderabad Gachibowli,0.0,-0.7029992072815534,3.0
Jamini Mohan Gogoi,Shah Ghouse Spl Shawarma,3.0,0.6024926419555428,1.0
Jamini Mohan Gogoi,Momos Delight,0.0,-0.5782363750368564,2.0
Jamini Mohan Gogoi,Beyond Flavours,0.0,-0.703189478638772,3.0
Jawa08014,eat.fit,1.0,0.6287854877866885,1.0
Jawa08014,Asian Meal Box,0.0,-0.7025490348753349,2.0
Jawa08014,Dine O China,0.0,-0.703189478638772,3.0
Jawahar Jyoti Goswami,Yum Yum Tree - The Arabian Food Court,3.0,0.6504843775702374,1.0
Jawahar Jyoti Goswami,13 Dhaba,0.0,-0.6944891332799401,2.0
Jawahar Jyoti Goswami,Being Hungry,0.0,-0.7027236381218351,3.0
Jayadeep Devadas,Udipi's Upahar,0.0,0.6701156312323673,1.0
Jayadeep Devadas,KFC,0.0,-0.6949306781117205,2.0
Jayadeep Devadas,Squeeze @ The Lime,0.0,-0.7029992072815534,3.0
Jayanth,Royal Spicy Restaurant,0.0,0.6711815936978127,1.0
Jayanth,Hyper Local,0.0,-0.7011995188056979,2.0
Jayanth,Labonel,0.0,-0.7028858765402104,3.0
Jayaprakash Reddy,10 Downing Street,2.0,0.6664652040395251,1.0
Jayaprakash Reddy,Hyper Local,0.0,-0.7011995188056979,2.0
Jayaprakash Reddy,T Grill,0.0,-0.7029992072815534,3.0
Jeen Kaipeng,Dine O China,3.0,0.6821312476382405,1.0
Jeen Kaipeng,Cafe Eclat,0.0,-0.7028858765402104,2.0
Jeen Kaipeng,Feast - Sheraton Hyderabad Hotel,0.0,-0.703189478638772,3.0
Jeevith Reddy,Beyond Flavours,2.0,0.6983768998383802,1.0
Jeevith Reddy,Tempteys,0.0,-0.7028858765402104,2.0
Jeevith Reddy,Ulavacharu,0.0,-0.7029992072815534,3.0
Jessu Dileep,Over The Moon Brew Company,3.0,0.6983768998383802,1.0
Jessu Dileep,Khaan Saab,0.0,-0.38480365183537746,2.0
Jessu Dileep,Sweet Basket,0.0,-0.7028858765402104,3.0
Jhansi Kodali Jhanu,Paradise,2.0,0.6436764484353297,1.0
Jhansi Kodali Jhanu,Momos Delight,0.0,-0.7025490348753349,2.0
Jhansi Kodali Jhanu,Pista House,0.0,-0.7029992072815534,3.0
Jitesh Daga,Komatose - Holiday Inn Express & Suites,2.0,0.6517257760213635,1.0
Jitesh Daga,The Old Madras Baking Company,0.0,-0.7025490348753349,2.0
Jitesh Daga,Paradise,0.0,-0.7029992072815534,3.0
Jithin Meruga,La La Land - Bar & Kitchen,1.0,0.6517257760213635,1.0
Jithin Meruga,Hotel Zara Hi-Fi,0.0,-0.5808048928570677,2.0
Jithin Meruga,The Chocolate Room,0.0,-0.7028858765402104,3.0
Joe Mathew,Yum Yum Tree - The Arabian Food Court,2.0,0.6711815936978127,1.0
Joe Mathew,Desi Bytes,0.0,-0.7027236381218351,2.0
Joe Mathew,The Glass Onion,0.0,-0.703189478638772,3.0
John Cena @123,Mohammedia Shawarma,3.0,0.6004833857709395,1.0
John Cena @123,Driven Cafe,0.0,-0.7000449987745438,2.0
John Cena @123,Squeeze @ The Lime,0.0,-0.7000449987745438,3.0
Jolly Belly,Collage - Hyatt Hyderabad Gachibowli,3.0,0.6412021244638982,1.0
Jolly Belly,The Fisherman's Wharf,0.0,0.019272477030879823,2.0
Jolly Belly,Absolute Sizzlers,0.0,-0.7029992072815534,3.0
Jon Snow,Hitech Bawarchi Food Zone,0.0,0.6378660196813397,1.0
Jon Snow,Desi Bytes,0.0,-0.5877243461740118,2.0
Jon Snow,Dine O China,0.0,-0.703189478638772,3.0
Journeywithfoodiess,PourHouse7,3.0,0.6554168480900494,1.0
Journeywithfoodiess,Domino's Pizza,0.0,-0.7028858765402104,2.0
Journeywithfoodiess,Pakwaan Grand,0.0,-0.7029992072815534,3.0
Joy Prabhakar,Tandoori Food Works,3.0,0.6701156312323673,1.0
Joy Prabhakar,Sweet Basket,0.0,-0.7028858765402104,2.0
Joy Prabhakar,Olive Garden,0.0,-0.703189478638772,3.0
Jugnu Kumar,Shree Santosh Dhaba Family Restaurant,3.0,0.6273135438671067,1.0
Jugnu Kumar,Angaara Counts 3,0.0,-0.09107532351978948,2.0
Jugnu Kumar,Pakwaan Grand,0.0,-0.7029992072815534,3.0
Junaid Ali,Amul,0.0,0.6516494316299958,1.0
Junaid Ali,Flechazo,0.0,-0.7000449987745438,2.0
Junaid Ali,Hyper Local,0.0,-0.7000449987745438,3.0
Jyothi Boyi,B-Dubs,3.0,0.6606865661078515,1.0
Jyothi Boyi,Collage - Hyatt Hyderabad Gachibowli,0.0,-0.703189478638772,2.0
Jyothi Boyi,Jonathan's Kitchen - Holiday Inn Express & Suites,0.0,-0.703189478638772,3.0
K Gourav,Eat India Company,0.0,0.6339551941547628,1.0
K Gourav,Chinese Pavilion,0.0,-0.6949306781117205,2.0
K Gourav,Momos Delight,0.0,-0.7025490348753349,3.0
Kailash Sain,Beyond Flavours,3.0,0.6983768998383802,1.0
Kailash Sain,Mustang Terrace Lounge,0.0,-0.7011995188056979,2.0
Kailash Sain,Shah Ghouse Spl Shawarma,0.0,-0.7025490348753349,3.0
Kakani Raghavendarrao,T Grill,1.0,0.690840593704878,1.0
Kakani Raghavendarrao,Barbeque Nation,0.0,-0.703189478638772,2.0
Kakani Raghavendarrao,Feast - Sheraton Hyderabad Hotel,0.0,-0.703189478638772,3.0
Kalyanachakravarthy Chiruvella,KFC,2.0,0.6515442173018388,1.0
Kalyanachakravarthy Chiruvella,Wich Please,0.0,-0.6944891332799401,2.0
Kalyanachakravarthy Chiruvella,Pot Pourri,0.0,-0.703189478638772,3.0
Kalyankumarreddy6,Squeeze @ The Lime,2.0,0.690840593704878,1.0
Kalyankumarreddy6,Cafe Eclat,0.0,-0.7028858765402104,2.0
Kalyankumarreddy6,Udipi's Upahar,0.0,-0.7029992072815534,3.0
Kamal Singh Thakur,10 Downing Street,3.0,0.6664652040395251,1.0
Kamal Singh Thakur,KFC,0.0,-0.7028858765402104,2.0
Kamal Singh Thakur,Absolute Sizzlers,0.0,-0.7029992072815534,3.0
Kameswararao Dv,Ulavacharu,0.0,0.6501931340531253,1.0
Kameswararao Dv,Momos Delight,0.0,-0.7025490348753349,2.0
Kameswararao Dv,Amul,0.0,-0.7028858765402104,3.0
Kanakesh,Hitech Bawarchi Food Zone,3.0,0.6187577386244729,1.0
Kanakesh,Frio Bistro,0.0,-0.7030750642637245,2.0
Kanakesh,Dine O China,0.0,-0.703189478638772,3.0
Kanchala Manikanta,Karachi Bakery,0.0,0.6839913594247343,1.0
Kanchala Manikanta,Faasos,0.0,-0.7029992072815534,2.0
Kanchala Manikanta,Al Saba Restaurant,0.0,-0.703189478638772,3.0
Kanika Rastogi,Labonel,3.0,0.6762952971477463,1.0
Kanika Rastogi,Zega - Sheraton Hyderabad Hotel,0.0,-0.7028858765402104,2.0
Kanika Rastogi,Olive Garden,0.0,-0.703189478638772,3.0
Kannan Piedy,Shanghai Chef 2,2.0,0.6686295881055473,1.0
Kannan Piedy,Hyper Local,0.0,-0.703189478638772,2.0
Kannan Piedy,Squeeze @ The Lime,0.0,-0.703189478638772,3.0
Kapil Mangtani,Driven Cafe,0.0,0.6801659455420855,1.0
Kapil Mangtani,Behrouz Biryani,0.0,-0.297730321602495,2.0
Kapil Mangtani,Club Rogue,0.0,-0.7027236381218351,3.0
Kapil Ponnam,Aromas@11SIX,2.0,0.690840593704878,1.0
Kapil Ponnam,Chinese Pavilion,0.0,-0.6948609331629481,2.0
Kapil Ponnam,Khaan Saab,0.0,-0.6991449854151568,3.0
Karthi Hari,Domino's Pizza,0.0,0.6243158942735979,1.0
Karthi Hari,Hyper Local,0.0,-0.703189478638772,2.0
Karthi Hari,Mathura Vilas,0.0,-0.703189478638772,3.0
Karthik Goud Palnati,B-Dubs,3.0,0.6606865661078515,1.0
Karthik Goud Palnati,The Indi Grill,0.0,-0.6992445246734287,2.0
Karthik Goud Palnati,Wich Please,0.0,-0.7025490348753349,3.0
Karthik Yamsani,Mazzo - Marriott Executive Apartments,3.0,0.6849532727771998,1.0
Karthik Yamsani,Paradise,0.0,-0.7019232822159183,2.0
Karthik Yamsani,The Chocolate Room,0.0,-0.7028858765402104,3.0
